"","date","id","winner","loser","date_2"
"1",2018-09-02,"/matches/4095501898","Braxstone","Thunder Predator",2001-01-08
"2",2018-09-02,"/matches/4097161887","Infamous","Thunder Predator",2001-01-17
"3",2018-09-02,"/matches/4097069837","Infamous","Thunder Predator",2001-01-21
"4",2018-09-02,"/matches/4097052213","Infamous","Thunder Predator",2001-02-01
"5",2018-09-02,"/matches/4096947701","Thunder Predator","Infamous",2001-02-26
"6",2018-09-02,"/matches/4096105880","ALPHA Red","BOOM ID",2001-03-09
"7",2018-09-02,"/matches/4095994938","BOOM ID","ALPHA Red",2001-03-10
"8",2018-09-02,"/matches/4095870485","ALPHA Red","BOOM ID",2001-03-11
"9",2018-09-03,"/matches/4097517459","Infamous","Thunder Predator",2001-03-25
"10",2018-09-03,"/matches/4097498887","Infamous","Thunder Predator",2001-03-28
"11",2018-09-03,"/matches/4097432323","Thunder Predator","Infamous",2001-03-31
"12",2018-09-03,"/matches/4097350172","Infamous","Thunder Predator",2001-04-01
"13",2018-09-05,"/matches/4101419087","Eclipse","Newbee Young",2001-05-07
"14",2018-09-05,"/matches/4101301257","Eclipse","Newbee Young",2001-05-27
"15",2018-09-08,"/matches/4105909734","Natural 9","Athletico Esports",2001-06-10
"16",2018-09-10,"/matches/4111251019","Team Spirit","FCDB Esports",2001-06-13
"17",2018-09-10,"/matches/4110601085","Tigers","ALPHA Red",2001-06-27
"18",2018-09-11,"/matches/4111570858","Infamous Young","WP Gaming",2001-07-05
"19",2018-09-11,"/matches/4112868021","Team Spirit","Team Empire",2001-07-07
"20",2018-09-11,"/matches/4112779377","Team Spirit","Team Empire",2001-07-15
"21",2018-09-11,"/matches/4112669900","Team Empire","Team Spirit",2001-07-17
"22",2018-09-12,"/matches/4113588353","Team Aster","Team MAX",2001-07-31
"23",2018-09-12,"/matches/4113536130","Team Aster","Team MAX",2001-08-02
"24",2018-09-13,"/matches/4115531983","Royal Never Give Up","Team EVER",2001-08-07
"25",2018-09-13,"/matches/4115452011","Royal Never Give Up","Team EVER",2001-08-19
"26",2018-09-13,"/matches/4115360234","Team EVER","Royal Never Give Up",2001-09-01
"27",2018-09-14,"/matches/4118101619","Natus Vincere","Team Empire",2001-09-04
"28",2018-09-14,"/matches/4118023610","Team Empire","Natus Vincere",2001-09-14
"29",2018-09-14,"/matches/4117932126","Natus Vincere","Team Empire",2001-09-18
"30",2018-09-14,"/matches/4117135715","DeathBringer Gaming","Team EVER",2001-09-27
"31",2018-09-14,"/matches/4117043994","DeathBringer Gaming","Team EVER",2001-09-30
"32",2018-09-15,"/matches/4118816109","DeathBringer Gaming","Keen Gaming",2001-10-01
"33",2018-09-15,"/matches/4118701638","Keen Gaming","DeathBringer Gaming",2001-10-04
"34",2018-09-15,"/matches/4118573518","DeathBringer Gaming","Keen Gaming",2001-10-08
"35",2018-09-15,"/matches/4119116138","EHOME","Mr Game Boy",2001-10-09
"36",2018-09-15,"/matches/4118987953","EHOME","Mr Game Boy",2001-10-29
"37",2018-09-15,"/matches/4118904381","Mr Game Boy","EHOME",2001-11-06
"38",2018-09-16,"/matches/4121932240","paiN X","Thunder Predator",2001-11-12
"39",2018-09-16,"/matches/4121865524","paiN X","Thunder Predator",2001-11-28
"40",2018-09-16,"/matches/4121775454","Thunder Predator","paiN X",2001-12-03
"41",2018-09-16,"/matches/4120851714","Natus Vincere","Espada",2002-01-08
"42",2018-09-16,"/matches/4120750415","Natus Vincere","Espada",2002-01-11
"43",2018-09-16,"/matches/4121288266","Virtus.pro","Natus Vincere",2002-01-27
"44",2018-09-16,"/matches/4121141684","Virtus.pro","Natus Vincere",2002-02-14
"45",2018-09-16,"/matches/4121991125","Team Spirit","Natus Vincere",2002-02-18
"46",2018-09-16,"/matches/4121927768","Natus Vincere","Team Spirit",2002-03-02
"47",2018-09-16,"/matches/4121762261","Team Spirit","Natus Vincere",2002-03-08
"48",2018-09-16,"/matches/4121646959","Team Spirit","Espada",2002-03-13
"49",2018-09-16,"/matches/4121409257","Team Spirit","Espada",2002-03-14
"50",2018-09-16,"/matches/4121009241","Virtus.pro","Team Spirit",2002-03-25
"51",2018-09-16,"/matches/4120889684","Team Spirit","Virtus.pro",2002-03-30
"52",2018-09-16,"/matches/4120743962","Virtus.pro","Team Spirit",2002-04-14
"53",2018-09-16,"/matches/4120877016","Winstrike Team","Gambit Esports",2002-04-30
"54",2018-09-16,"/matches/4120747249","Winstrike Team","Gambit Esports",2002-05-10
"55",2018-09-16,"/matches/4120922437","EHOME","DeathBringer Gaming",2002-05-11
"56",2018-09-16,"/matches/4120481784","Newbee","DeathBringer Gaming",2002-05-13
"57",2018-09-16,"/matches/4120413342","Newbee","DeathBringer Gaming",2002-05-17
"58",2018-09-16,"/matches/4120357835","DeathBringer Gaming","Newbee",2002-05-30
"59",2018-09-16,"/matches/4121307440","PSG.LGD","EHOME",2002-06-25
"60",2018-09-16,"/matches/4121225396","PSG.LGD","EHOME",2002-07-03
"61",2018-09-16,"/matches/4121146198","EHOME","PSG.LGD",2002-07-09
"62",2018-09-16,"/matches/4120432559","PSG.LGD","EHOME",2002-07-19
"63",2018-09-16,"/matches/4120361086","PSG.LGD","EHOME",2002-07-26
"64",2018-09-16,"/matches/4120783957","Newbee","PSG.LGD",2002-07-28
"65",2018-09-16,"/matches/4120666610","PSG.LGD","Newbee",2002-08-06
"66",2018-09-16,"/matches/4120558919","Newbee","PSG.LGD",2002-08-10
"67",2018-09-16,"/matches/4121098076","Vici Gaming","Royal Never Give Up",2002-08-20
"68",2018-09-16,"/matches/4121023398","Vici Gaming","Royal Never Give Up",2002-08-22
"69",2018-09-16,"/matches/4120902193","Royal Never Give Up","Vici Gaming",2002-09-16
"70",2018-09-16,"/matches/4120486367","Team Serenity","Royal Never Give Up",2002-09-29
"71",2018-09-16,"/matches/4120406886","Royal Never Give Up","Team Serenity",2002-10-08
"72",2018-09-16,"/matches/4120354771","Team Serenity","Royal Never Give Up",2002-10-28
"73",2018-09-16,"/matches/4120802777","Team Aster","Team Serenity",2002-11-06
"74",2018-09-16,"/matches/4120719452","Team Serenity","Team Aster",2002-12-02
"75",2018-09-16,"/matches/4120604920","Team Aster","Team Serenity",2002-12-04
"76",2018-09-16,"/matches/4120488590","Team Aster","Vici Gaming",2002-12-08
"77",2018-09-16,"/matches/4120418392","Team Aster","Vici Gaming",2002-12-11
"78",2018-09-16,"/matches/4120357852","Vici Gaming","Team Aster",2002-12-23
"79",2018-09-16,"/matches/4121502668","Vici Gaming","Team Serenity",2002-12-26
"80",2018-09-16,"/matches/4121392212","Vici Gaming","Team Serenity",2002-12-28
"81",2018-09-16,"/matches/4121239692","Team Serenity","Vici Gaming",2002-12-29
"82",2018-09-17,"/matches/4122628266","Espada","Elements Pro",2003-01-05
"83",2018-09-17,"/matches/4122573475","Espada","Elements Pro",2003-01-06
"84",2018-09-17,"/matches/4123575301","Gambit Esports","Espada",2003-01-17
"85",2018-09-17,"/matches/4123499392","Espada","Gambit Esports",2003-01-26
"86",2018-09-17,"/matches/4123397950","Gambit Esports","Espada",2003-01-30
"87",2018-09-17,"/matches/4122693629","Gambit Esports","Natus Vincere",2003-02-03
"88",2018-09-17,"/matches/4122627785","Gambit Esports","Natus Vincere",2003-02-13
"89",2018-09-17,"/matches/4122570453","Natus Vincere","Gambit Esports",2003-02-17
"90",2018-09-17,"/matches/4123186912","Gambit Esports","Winstrike Team",2003-03-07
"91",2018-09-17,"/matches/4123055088","Winstrike Team","Gambit Esports",2003-03-10
"92",2018-09-17,"/matches/4122954580","Gambit Esports","Winstrike Team",2003-03-12
"93",2018-09-17,"/matches/4122404850","Team Serenity","DeathBringer Gaming",2003-03-16
"94",2018-09-17,"/matches/4122352959","Team Serenity","DeathBringer Gaming",2003-03-20
"95",2018-09-17,"/matches/4122306892","DeathBringer Gaming","Team Serenity",2003-04-02
"96",2018-09-17,"/matches/4122358859","Royal Never Give Up","EHOME",2003-04-18
"97",2018-09-17,"/matches/4122305825","Royal Never Give Up","EHOME",2003-04-23
"98",2018-09-17,"/matches/4122372951","PSG.LGD","Team Aster",2003-04-25
"99",2018-09-17,"/matches/4122306160","PSG.LGD","Team Aster",2003-04-27
"100",2018-09-17,"/matches/4122590368","Team Serenity","Newbee",2003-05-05
"101",2018-09-17,"/matches/4122507615","Newbee","Team Serenity",2003-05-11
"102",2018-09-17,"/matches/4122449350","Team Serenity","Newbee",2003-05-15
"103",2018-09-17,"/matches/4122343723","Vici Gaming","Newbee",2003-05-25
"104",2018-09-17,"/matches/4122306244","Vici Gaming","Newbee",2003-05-30
"105",2018-09-17,"/matches/4122513262","Team Aster","Royal Never Give Up",2003-06-03
"106",2018-09-17,"/matches/4122453163","Team Aster","Royal Never Give Up",2003-06-08
"107",2018-09-17,"/matches/4122842404","Team Aster","Team Serenity",2003-06-30
"108",2018-09-17,"/matches/4122760860","Team Serenity","Team Aster",2003-07-04
"109",2018-09-17,"/matches/4122690009","Team Aster","Team Serenity",2003-07-06
"110",2018-09-18,"/matches/4125361812","paiN Gaming","paiN X",2003-07-07
"111",2018-09-18,"/matches/4125236683","Thunder Predator","paiN X",2003-07-16
"112",2018-09-18,"/matches/4125025123","paiN Gaming","paiN X",2003-07-18
"113",2018-09-18,"/matches/4124943020","paiN Gaming","paiN X",2003-07-25
"114",2018-09-18,"/matches/4124867462","Gambit Esports","Team Spirit",2003-07-31
"115",2018-09-18,"/matches/4124692990","Gambit Esports","Team Spirit",2003-08-01
"116",2018-09-18,"/matches/4124592132","Virtus.pro","Team Spirit",2003-08-04
"117",2018-09-18,"/matches/4124435014","Team Spirit","Virtus.pro",2003-08-09
"118",2018-09-18,"/matches/4124362294","Virtus.pro","Team Spirit",2003-08-23
"119",2018-09-18,"/matches/4125170897","Virtus.pro","Gambit Esports",2003-08-24
"120",2018-09-18,"/matches/4125138171","Virtus.pro","Gambit Esports",2003-09-08
"121",2018-09-18,"/matches/4125087160","Gambit Esports","Virtus.pro",2003-09-10
"122",2018-09-18,"/matches/4124591856","PSG.LGD","Vici Gaming",2003-09-18
"123",2018-09-18,"/matches/4124479183","PSG.LGD","Vici Gaming",2003-10-08
"124",2018-09-18,"/matches/4124392449","Vici Gaming","PSG.LGD",2003-10-10
"125",2018-09-18,"/matches/4124258165","PSG.LGD","Team Aster",2003-10-18
"126",2018-09-18,"/matches/4124182422","Team Aster","PSG.LGD",2003-10-19
"127",2018-09-18,"/matches/4124098418","PSG.LGD","Team Aster",2003-10-27
"128",2018-09-18,"/matches/4124027214","Vici Gaming","PSG.LGD",2003-10-30
"129",2018-09-18,"/matches/4123968185","PSG.LGD","Vici Gaming",2003-10-31
"130",2018-09-18,"/matches/4123911989","Vici Gaming","PSG.LGD",2003-11-19
"131",2018-09-19,"/matches/4126760117","Forward Gaming","compLexity Gaming",2003-12-08
"132",2018-09-19,"/matches/4125408235","paiN Gaming","paiN X",2003-12-14
"133",2018-09-19,"/matches/4126692237","Alliance","The Final Tribe",2003-12-18
"134",2018-09-19,"/matches/4126601732","Alliance","The Final Tribe",2003-12-22
"135",2018-09-19,"/matches/4126518127","The Final Tribe","Alliance",2003-12-24
"136",2018-09-19,"/matches/4126075674","Team Secret","Alliance",2004-01-04
"137",2018-09-19,"/matches/4125980682","Team Secret","Alliance",2004-01-06
"138",2018-09-19,"/matches/4125858705","Alliance","The Final Tribe",2004-01-18
"139",2018-09-19,"/matches/4125791326","Alliance","The Final Tribe",2004-01-24
"140",2018-09-19,"/matches/4126075780","Ninjas in Pyjamas","Team Liquid",2004-02-02
"141",2018-09-19,"/matches/4125961121","Ninjas in Pyjamas","Team Liquid",2004-02-18
"142",2018-09-19,"/matches/4125862987","Ninjas in Pyjamas","Team Lithium",2004-03-10
"143",2018-09-19,"/matches/4125793617","Ninjas in Pyjamas","Team Lithium",2004-03-12
"144",2018-09-19,"/matches/4126775565","Team Liquid","Team Lithium",2004-03-22
"145",2018-09-19,"/matches/4126645476","Team Lithium","Team Liquid",2004-04-02
"146",2018-09-19,"/matches/4126570281","Team Liquid","Team Lithium",2004-04-12
"147",2018-09-19,"/matches/4125993223","Execration","Lotac",2004-04-19
"148",2018-09-19,"/matches/4125908537","Execration","Lotac",2004-04-20
"149",2018-09-19,"/matches/4125821706","Lotac","Execration",2004-05-08
"150",2018-09-19,"/matches/4125531127","Fnatic","Tigers",2004-05-28
"151",2018-09-19,"/matches/4125470507","Fnatic","Tigers",2004-05-30
"152",2018-09-19,"/matches/4125526828","TNC Predator","Lotac",2004-06-04
"153",2018-09-19,"/matches/4125474618","TNC Predator","Lotac",2004-06-05
"154",2018-09-19,"/matches/4125877135","Tigers","Mineski",2004-06-18
"155",2018-09-19,"/matches/4125773130","Tigers","Mineski",2004-06-24
"156",2018-09-19,"/matches/4125755889","TNC Predator","Team Admiral",2004-07-03
"157",2018-09-19,"/matches/4125670424","Team Admiral","TNC Predator",2004-07-12
"158",2018-09-19,"/matches/4125606585","TNC Predator","Team Admiral",2004-07-21
"159",2018-09-20,"/matches/4128469599","compLexity Gaming","TEAM TEAM",2004-07-22
"160",2018-09-20,"/matches/4128403751","compLexity Gaming","TEAM TEAM",2004-08-06
"161",2018-09-20,"/matches/4128311042","Evil Geniuses","compLexity Gaming",2004-08-10
"162",2018-09-20,"/matches/4128238521","Evil Geniuses","compLexity Gaming",2004-08-12
"163",2018-09-20,"/matches/4128151899","compLexity Gaming","Evil Geniuses",2004-08-19
"164",2018-09-20,"/matches/4127424261","Alliance","Ninjas in Pyjamas",2004-08-23
"165",2018-09-20,"/matches/4127360105","Alliance","Ninjas in Pyjamas",2004-08-31
"166",2018-09-20,"/matches/4128058927","Ninjas in Pyjamas","Team Lithium",2004-09-08
"167",2018-09-20,"/matches/4127972759","Ninjas in Pyjamas","Team Lithium",2004-09-16
"168",2018-09-20,"/matches/4127768032","Team Lithium","Team Liquid",2004-09-17
"169",2018-09-20,"/matches/4127637673","Team Lithium","Team Liquid",2004-09-19
"170",2018-09-20,"/matches/4127531266","Team Liquid","Team Lithium",2004-09-25
"171",2018-09-20,"/matches/4127419501","Team Secret","Team Liquid",2004-10-15
"172",2018-09-20,"/matches/4127364625","Team Secret","Team Liquid",2004-10-19
"173",2018-09-20,"/matches/4127164607","Mineski","Execration",2004-10-27
"174",2018-09-20,"/matches/4127109292","Mineski","Execration",2004-11-08
"175",2018-09-20,"/matches/4127035985","Execration","Mineski",2004-11-14
"176",2018-09-20,"/matches/4127146676","Lotac","Tigers",2004-11-25
"177",2018-09-20,"/matches/4127101579","Tigers","Lotac",2004-12-09
"178",2018-09-20,"/matches/4127032670","Lotac","Tigers",2004-12-16
"179",2018-09-20,"/matches/4127514993","Lotac","Team Admiral",2004-12-21
"180",2018-09-20,"/matches/4127419801","Lotac","Team Admiral",2004-12-28
"181",2018-09-20,"/matches/4127318367","Team Admiral","Mineski",2005-01-06
"182",2018-09-20,"/matches/4127248183","Team Admiral","Mineski",2005-01-14
"183",2018-09-20,"/matches/4127078582","Fnatic","Team Admiral",2005-01-17
"184",2018-09-20,"/matches/4127037375","Fnatic","Team Admiral",2005-02-06
"185",2018-09-21,"/matches/4130230422","Evil Geniuses","Forward Gaming",2005-02-15
"186",2018-09-21,"/matches/4130022794","Evil Geniuses","Forward Gaming",2005-02-25
"187",2018-09-21,"/matches/4129937734","Forward Gaming","Evil Geniuses",2005-02-28
"188",2018-09-21,"/matches/4129849606","Evil Geniuses","Forward Gaming",2005-03-04
"189",2018-09-21,"/matches/4129377269","Ninjas in Pyjamas","Alliance",2005-03-11
"190",2018-09-21,"/matches/4129260117","Ninjas in Pyjamas","Alliance",2005-03-17
"191",2018-09-21,"/matches/4129143698","Team Secret","Alliance",2005-04-06
"192",2018-09-21,"/matches/4129044657","Alliance","Team Secret",2005-04-09
"193",2018-09-21,"/matches/4128961314","Team Secret","Alliance",2005-05-11
"194",2018-09-21,"/matches/4129671589","Team Secret","Ninjas in Pyjamas",2005-06-05
"195",2018-09-21,"/matches/4129555588","Team Secret","Ninjas in Pyjamas",2005-06-24
"196",2018-09-21,"/matches/4129544470","Ninjas in Pyjamas","Team Secret",2005-06-28
"197",2018-09-21,"/matches/4129149098","Fnatic","TNC Predator",2005-06-30
"198",2018-09-21,"/matches/4129091851","Fnatic","TNC Predator",2005-07-12
"199",2018-09-21,"/matches/4128725860","Fnatic","TNC Predator",2005-07-15
"200",2018-09-21,"/matches/4128665049","TNC Predator","Fnatic",2005-07-27
"201",2018-09-21,"/matches/4128607771","Fnatic","TNC Predator",2005-07-29
"202",2018-09-21,"/matches/4128994299","TNC Predator","Lotac",2005-08-07
"203",2018-09-21,"/matches/4128895584","Lotac","TNC Predator",2005-08-17
"204",2018-09-21,"/matches/4128810788","TNC Predator","Lotac",2005-08-21
"205",2018-09-21,"/matches/4128808087","TNC Predator","Lotac",2005-08-23
"206",2018-09-21,"/matches/4128803560","TNC Predator","Lotac",2005-09-02
"207",2018-09-22,"/matches/4130264988","Evil Geniuses","Forward Gaming",2005-09-03
"208",2018-09-22,"/matches/4131349107","DeathBringer Gaming","Keen Gaming",2005-09-11
"209",2018-09-22,"/matches/4131190815","DeathBringer Gaming","Keen Gaming",2005-09-23
"210",2018-09-23,"/matches/4132655540","iG Vitality","Eclipse",2005-09-26
"211",2018-09-24,"/matches/4134952696","EHOME","Newbee Young",2005-10-17
"212",2018-09-24,"/matches/4134878909","EHOME","Newbee Young",2005-10-30
"213",2018-09-24,"/matches/4135230853","EHOME","Team EVER",2005-11-15
"214",2018-09-24,"/matches/4135131495","EHOME","Team EVER",2005-11-23
"215",2018-09-24,"/matches/4135041106","Team EVER","EHOME",2005-12-05
"216",2018-09-25,"/matches/4137464085","compLexity Gaming","ROOONS",2005-12-06
"217",2018-09-25,"/matches/4137423068","compLexity Gaming","ROOONS",2005-12-24
"218",2018-09-25,"/matches/4136945756","The Final Tribe","Team Lithium",2005-12-28
"219",2018-09-25,"/matches/4136828506","The Final Tribe","Team Lithium",2006-01-05
"220",2018-09-25,"/matches/4136676440","Team Lithium","The Final Tribe",2006-01-20
"221",2018-09-25,"/matches/4137126614","Natus Vincere","Espada",2006-01-21
"222",2018-09-25,"/matches/4137030242","Natus Vincere","Espada",2006-01-25
"223",2018-09-25,"/matches/4136919260","Espada","Natus Vincere",2006-01-27
"224",2018-09-25,"/matches/4137273786","Natus Vincere","Team Empire",2006-02-03
"225",2018-09-25,"/matches/4137208041","Natus Vincere","Team Empire",2006-02-06
"226",2018-09-25,"/matches/4136801743","Team Empire","Team Spirit",2006-02-23
"227",2018-09-25,"/matches/4136677109","Team Empire","Team Spirit",2006-03-28
"228",2018-09-25,"/matches/4136591341","Team Spirit","Team Empire",2006-04-01
"229",2018-09-25,"/matches/4136357564","Team Serenity","EHOME",2006-04-02
"230",2018-09-25,"/matches/4136310501","Team Serenity","EHOME",2006-04-03
"231",2018-09-25,"/matches/4136262812","EHOME","Team Serenity",2006-04-13
"232",2018-09-25,"/matches/4136485069","Royal Never Give Up","Newbee",2006-04-28
"233",2018-09-25,"/matches/4136408667","Royal Never Give Up","Newbee",2006-05-29
"234",2018-09-25,"/matches/4136802345","Team Serenity","Royal Never Give Up",2006-06-01
"235",2018-09-25,"/matches/4136685664","Team Serenity","Royal Never Give Up",2006-06-14
"236",2018-09-25,"/matches/4136594429","Royal Never Give Up","Team Serenity",2006-06-28
"237",2018-09-25,"/matches/4136331420","Tigers","Lotac",2006-07-02
"238",2018-09-25,"/matches/4136267916","Tigers","Lotac",2006-07-25
"239",2018-09-25,"/matches/4136801721","Team Admiral","Tigers",2006-07-30
"240",2018-09-25,"/matches/4136681821","Team Admiral","Tigers",2006-09-15
"241",2018-09-25,"/matches/4136547289","Team Admiral","BOOM ID",2006-09-16
"242",2018-09-25,"/matches/4136470556","Team Admiral","BOOM ID",2006-09-23
"243",2018-09-25,"/matches/4136403129","BOOM ID","Team Admiral",2006-09-25
"244",2018-09-26,"/matches/4137728286","compLexity Gaming","TEAM TEAM",2006-10-06
"245",2018-09-26,"/matches/4137672177","TEAM TEAM","compLexity Gaming",2006-10-08
"246",2018-09-26,"/matches/4137624687","compLexity Gaming","TEAM TEAM",2006-10-16
"247",2018-09-26,"/matches/4138748557","Team Liquid","Team Lithium",2006-10-30
"248",2018-09-26,"/matches/4138654389","Team Lithium","Team Liquid",2006-11-01
"249",2018-09-26,"/matches/4138539349","Team Liquid","Team Lithium",2006-11-13
"250",2018-09-26,"/matches/4138739250","Natus Vincere","Espada",2006-11-16
"251",2018-09-26,"/matches/4138635677","Natus Vincere","Espada",2006-12-08
"252",2018-09-26,"/matches/4138470159","Espada","Team Empire",2006-12-11
"253",2018-09-26,"/matches/4138336763","Espada","Team Empire",2006-12-12
"254",2018-09-26,"/matches/4138959354","Burden United","MEGA-LADA E-sports",2006-12-17
"255",2018-09-26,"/matches/4138805963","Burden United","MEGA-LADA E-sports",2006-12-30
"256",2018-09-26,"/matches/4138203558","Espada","Team Spirit",2007-01-06
"257",2018-09-26,"/matches/4138140498","Espada","Team Spirit",2007-01-16
"258",2018-09-26,"/matches/4137904544","Newbee","EHOME",2007-01-22
"259",2018-09-26,"/matches/4137892986","EHOME","Newbee",2007-02-09
"260",2018-09-26,"/matches/4137812913","Newbee","EHOME",2007-02-18
"261",2018-09-26,"/matches/4138136469","Royal Never Give Up","Newbee",2007-03-03
"262",2018-09-26,"/matches/4138048158","Royal Never Give Up","Newbee",2007-03-14
"263",2018-09-26,"/matches/4137993993","Newbee","Royal Never Give Up",2007-03-22
"264",2018-09-26,"/matches/4138459685","Royal Never Give Up","Team Serenity",2007-03-23
"265",2018-09-26,"/matches/4138345449","Team Serenity","Royal Never Give Up",2007-03-24
"266",2018-09-26,"/matches/4138247221","Royal Never Give Up","Team Serenity",2007-04-05
"267",2018-09-26,"/matches/4137880076","Lotac","BOOM ID",2007-04-11
"268",2018-09-26,"/matches/4137817859","Lotac","BOOM ID",2007-04-17
"269",2018-09-26,"/matches/4138017787","Tigers","Lotac",2007-04-19
"270",2018-09-26,"/matches/4137947010","Tigers","Lotac",2007-04-21
"271",2018-09-26,"/matches/4138370020","Tigers","Team Admiral",2007-04-27
"272",2018-09-26,"/matches/4138245897","Tigers","Team Admiral",2007-04-28
"273",2018-09-26,"/matches/4138147516","Team Admiral","Tigers",2007-05-03
"274",2018-09-27,"/matches/4139050137","ROOONS","TEAM TEAM",2007-05-15
"275",2018-09-27,"/matches/4139142146","ROOONS","TEAM TEAM",2007-05-27
"276",2018-09-27,"/matches/4139101502","TEAM TEAM","ROOONS",2007-06-01
"277",2018-09-27,"/matches/4139796999","Winstrike Team","Team Empire",2007-06-24
"278",2018-09-27,"/matches/4139894182","Eclipse","EHOME",2007-06-30
"279",2018-09-27,"/matches/4139890060","DeathBringer Gaming","iG Vitality",2007-07-14
"280",2018-09-28,"/matches/4142274868","paiN X","TEAM TEAM",2007-07-16
"281",2018-09-28,"/matches/4142219648","TEAM TEAM","paiN X",2007-08-07
"282",2018-09-28,"/matches/4142196057","Espada","The Final Tribe",2007-08-09
"283",2018-09-28,"/matches/4142145732","Espada","The Final Tribe",2007-08-26
"284",2018-09-28,"/matches/4142066978","The Final Tribe","Espada",2007-09-04
"285",2018-09-28,"/matches/4141979207","Gambit Esports","Natus Vincere",2007-09-25
"286",2018-09-28,"/matches/4141930543","Gambit Esports","Natus Vincere",2007-09-28
"287",2018-09-28,"/matches/4141785813","Natus Vincere","Gambit Esports",2007-10-24
"288",2018-09-28,"/matches/4141662974","Gambit Esports","Natus Vincere",2007-10-28
"289",2018-09-28,"/matches/4142115072","Team Spirit","Team Lithium",2007-11-01
"290",2018-09-28,"/matches/4142056489","Team Spirit","Team Lithium",2007-12-09
"291",2018-09-28,"/matches/4141989039","Team Lithium","Team Spirit",2008-01-06
"292",2018-09-28,"/matches/4141456602","Alliance","Team Spirit",2008-01-08
"293",2018-09-28,"/matches/4141363015","Alliance","Team Spirit",2008-01-10
"294",2018-09-28,"/matches/4141305247","Team Aster","DeathBringer Gaming",2008-01-17
"295",2018-09-28,"/matches/4141218026","Team Aster","DeathBringer Gaming",2008-02-14
"296",2018-09-28,"/matches/4141134798","DeathBringer Gaming","Team Aster",2008-02-21
"297",2018-09-28,"/matches/4141587913","Team Aster","Newbee Young",2008-02-26
"298",2018-09-28,"/matches/4141440975","Team Aster","Newbee Young",2008-03-05
"299",2018-09-28,"/matches/4141297833","Newbee Young","Eclipse",2008-03-06
"300",2018-09-28,"/matches/4141225836","Eclipse","Newbee Young",2008-03-07
"301",2018-09-28,"/matches/4141147504","Newbee Young","Eclipse",2008-03-21
"302",2018-09-28,"/matches/4141483599","EVOS Esports","BOOM ID",2008-04-04
"303",2018-09-28,"/matches/4141382948","EVOS Esports","BOOM ID",2008-04-08
"304",2018-09-29,"/matches/4144109628","compLexity Gaming","J.Storm",2008-04-18
"305",2018-09-29,"/matches/4143996536","J.Storm","paiN X",2008-05-24
"306",2018-09-29,"/matches/4143918038","J.Storm","paiN X",2008-06-20
"307",2018-09-29,"/matches/4142313471","paiN X","TEAM TEAM",2008-06-22
"308",2018-09-29,"/matches/4143414505","Alliance","Espada",2008-06-25
"309",2018-09-29,"/matches/4143277545","Alliance","Espada",2008-07-06
"310",2018-09-29,"/matches/4143766304","The Final Tribe","Team Empire",2008-07-13
"311",2018-09-29,"/matches/4143666320","Team Empire","The Final Tribe",2008-08-09
"312",2018-09-29,"/matches/4143499030","The Final Tribe","Team Empire",2008-08-17
"313",2018-09-29,"/matches/4143811058","Espada","Winstrike Team",2008-08-25
"314",2018-09-29,"/matches/4143710777","Espada","Winstrike Team",2008-09-01
"315",2018-09-29,"/matches/4143604809","Winstrike Team","Espada",2008-09-08
"316",2018-09-29,"/matches/4143846561","Alliance","Team Spirit",2008-09-10
"317",2018-09-29,"/matches/4143707842","Alliance","Team Spirit",2008-09-15
"318",2018-09-29,"/matches/4143584751","Team Spirit","Alliance",2008-09-17
"319",2018-09-29,"/matches/4143386036","Team Spirit","Winstrike Team",2008-10-07
"320",2018-09-29,"/matches/4143273010","Team Spirit","Winstrike Team",2008-10-10
"321",2018-09-29,"/matches/4143464116","Team Serenity","Keen Gaming",2008-10-21
"322",2018-09-29,"/matches/4143327866","Team Serenity","Keen Gaming",2008-10-27
"323",2018-09-29,"/matches/4143091153","Team Aster","Keen Gaming",2008-11-02
"324",2018-09-29,"/matches/4142964003","Team Aster","Keen Gaming",2008-12-03
"325",2018-09-29,"/matches/4143508954","Team Aster","Newbee",2008-12-04
"326",2018-09-29,"/matches/4143343974","Team Aster","Newbee",2008-12-11
"327",2018-09-29,"/matches/4143184739","Newbee","Team Serenity",2008-12-21
"328",2018-09-29,"/matches/4143079280","Newbee","Team Serenity",2008-12-25
"329",2018-09-29,"/matches/4142950136","Team Serenity","Newbee",2009-01-08
"330",2018-09-29,"/matches/4143020606","TNC Predator","EVOS Esports",2009-01-18
"331",2018-09-29,"/matches/4142936339","TNC Predator","EVOS Esports",2009-01-25
"332",2018-09-29,"/matches/4142806439","EVOS Esports","Lotac",2009-02-03
"333",2018-09-29,"/matches/4142708926","EVOS Esports","Lotac",2009-02-12
"334",2018-09-29,"/matches/4143046552","Tigers","Lotac",2009-03-01
"335",2018-09-29,"/matches/4142938018","Tigers","Lotac",2009-03-03
"336",2018-09-29,"/matches/4142798387","TNC Predator","Tigers",2009-03-18
"337",2018-09-29,"/matches/4142720415","TNC Predator","Tigers",2009-03-23
"338",2018-09-30,"/matches/4144159705","compLexity Gaming","J.Storm",2009-03-31
"339",2018-09-30,"/matches/4146013617","compLexity Gaming","paiN X",2009-04-12
"340",2018-09-30,"/matches/4145961878","paiN X","J.Storm",2009-04-14
"341",2018-09-30,"/matches/4145830707","paiN X","J.Storm",2009-04-16
